31 Dec,3.7,-3.6,2.6,-4.3,0.2,1.8,0.0,-3.4,1009.2,1003.5,0.6,225.0,85.5,108.5
3 Jan,4.2,2.4,2.4,1.2,1.5,3.6,0.6,3.5,1010.3,1006.9,0.0,23.0,24.0,0.0,164.7
4 Jan,4.2,2.4,2.4,1.2,1.5,3.6,0.6,3.5,1010.3,1006.9,0.0,23.0,24.0,0.0,164.7
