0,00:00,27.4
0,00:10,27.4
0,00:20,27.4
0,00:30,25.3
0,00:40,25.3
0,00:50,25.3
0,01:00,22.6
0,01:10,22.6
0,01:20,22.6
0,01:30,34.6
0,01:40,34.6
0,01:50,34.6
0,02:00,27.3
0,02:10,27.3
0,02:20,27.3
0,02:30,9.0
0,02:40,9.0
0,02:50,9.0
0,03:00,6.2
0,03:10,6.2
0,03:20,6.2
0,03:30,8.3
0,03:40,8.3
0,03:50,8.3
0,04:00,3.0
0,04:10,3.0
0,04:20,3.0
0,04:30,0.8
0,04:40,0.8
0,04:50,0.8
0,05:00,3.0
0,05:10,3.0
0,05:20,3.0
0,05:30,2.6
0,05:40,2.6
0,05:50,2.6
0,06:00,2.0
0,06:10,2.0
0,06:20,2.0
0,06:30,0.0
0,06:40,0.0
0,06:50,0.0
0,07:00,0.3
0,07:10,0.3
0,07:20,0.3
0,07:30,0.5
0,07:40,0.5
0,07:50,0.5
0,08:00,2.3
0,08:10,2.3
0,08:20,2.3
0,08:30,4.0
0,08:40,4.0
0,08:50,4.0
0,09:00,4.7
0,09:10,4.7
0,09:20,4.7
0,09:30,0.0
0,09:40,0.0
0,09:50,0.0
0,10:00,2.3
0,10:10,2.3
0,10:20,2.3
0,10:30,2.0
0,10:40,2.0
0,10:50,2.0
0,11:00,1.3
0,11:10,1.3
0,11:20,1.3
0,11:30,1.4
0,11:40,1.4
0,11:50,1.4
0,12:00,4.0
0,12:10,4.0
0,12:20,4.0
0,12:30,5.1
0,12:40,5.1
0,12:50,5.1
0,13:00,8.5
0,13:10,8.5
0,13:20,8.5
0,13:30,17.0
0,13:40,17.0
0,13:50,17.0
0,14:00,10.4
0,14:10,10.4
0,14:20,10.4
0,14:30,17.1
0,14:40,17.1
0,14:50,17.1
0,15:00,19.1
0,15:10,19.1
0,15:20,19.1
0,15:30,10.9
0,15:40,10.9
0,15:50,10.9
0,16:00,8.6
0,16:10,8.6
0,16:20,8.6
